sale_express_rules_id,bs_warehouse_id,bs_express_service_id,hangzhou_carrierservice_id,sort_order,max_length,second_length,third_length,volume_weight,volume_weight_v3,any_length_sum,perimeter,girth,gross_weight,two_width_height,volume,remark,auto_refresh_count,erp_sku,enable_flag,sfp_to_general,ctime,mtime
342,MY-KE,DPD>Classic>公司账号自买面单,5,3,LT_120,LT_60,LT_60,,LT_148,,,LT_297,LT_31,,,,,,1,1,1721120850,1762254208
344,MY-KE,DPD>Classic>公司账号自买面单,5,4,LT_175,,,,,,,LT_297,LT_31,,,,,,1,1,1721120925,1762254261
388,MY-DE,DPD>Classic>公司账号自买面单,5,4,LT_175,,,,,,,LT_297,LT_31,,,,,,1,1,0,1762254122
399,MY-KE,DPD>Classic>公司账号自买面单,5,1,LT_120,LT_60,LT_60,,LT_148,,,LT_297,LT_31,,,,,,1,1,1721119569,1764839789
446,MY-KE,DPD>Classic>公司账号自买面单,5,4,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1740130009,1764839807
451,MY-KE,DPD>Classic>公司账号自买面单,5,4,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1740133400,1762254180
455,MY-KE,DPD>Classic>公司账号自买面单,5,4,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1740134240,1762254174
458,MY-KE,DPD>Classic>公司账号自买面单,5,4,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1740134798,1762254177
461,MY-KE,DPD>Classic>公司账号自买面单,5,4,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1740209958,1762254182
465,MY-KE,DPD>Classic>公司账号自买面单,5,5,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1740210445,1762254112
468,MY-KE,DPD>Classic>公司账号自买面单,5,4,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1740210737,1762254184
471,MY-KE,DPD>Classic>公司账号自买面单,5,4,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1740212643,1762254187
476,MY-KE,DPD>Classic>公司账号自买面单,5,5,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1740213152,1762254114
479,MY-KE,DPD>Classic>公司账号自买面单,5,4,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1740213465,1762254190
482,MY-KE,DPD>Classic>公司账号自买面单,5,2,LT_120,LT_60,LT_60,,LT_148,,,LT_297,LT_31,,,,2,,1,1,1740213704,1762254159
486,MY-KE,DPD>Classic>公司账号自买面单,5,2,LT_120,LT_60,LT_60,,LT_148,,,LT_297,LT_31,,,,2,,1,1,1740214006,1762254156
487,MY-DE,DPD>Classic>公司账号自买面单,5,2,LT_120,LT_60,LT_60,,LT_148,,,LT_297,LT_31,,,,2,,1,1,1740214088,1762254154
492,MY-KE,DPD>Classic>公司账号自买面单,5,2,LT_120,LT_60,LT_60,,LT_148,,,LT_297,LT_31,,,,2,,1,1,1740214619,1762254151
545,MY-KE,DPD>Classic>公司账号自买面单,5,1,LT_120,LT_60,LT_60,,LT_148,,,LT_297,LT_31,,,,2,,1,2,1744354251,1762253953
553,MY-DE,DPD>Classic>公司账号自买面单,5,1,LT_120,LT_60,LT_60,,LT_148,,,LT_297,LT_5,,,,2,,1,2,1744698060,1752457947
555,MY-DE,DPD>Classic>公司账号自买面单,5,3,LT_120,LT_60,,,LT_148,,,LT_297,LT_31,,,,2,,1,2,1744698270,1762253988
563,MY-KS,DPD>DPD-欧洲仓库生成,5,1,LT_175,,,,,,,LT_297,LT_31,,,,,,1,2,0,1762253962
569,MY-SH,DPD>Classic>公司账号自买面单,5,1,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1745320305,1762253949
580,MY-DE,DPD>Classic>公司账号自买面单,5,1,LT_120,LT_60,LT_60,,LT_148,,,LT_297,LT_5,,,,2,,1,1,1746525593,1752457923
582,MY-KS,DPD>Classic>公司账号自买面单,5,1,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1746588887,1762253313
587,MY-KS,DPD>Classic>公司账号自买面单,5,1,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1747895439,1762254148
601,MY-KS,DPD>Classic>公司账号自买面单,5,1,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1748227206,1762254144
602,MY-KS,DPD>Classic>公司账号自买面单,5,1,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1748227263,1762254139
603,MY-KS,DPD>Classic>公司账号自买面单,5,1,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1748227306,1762254137
604,MY-KS,DPD>Classic>公司账号自买面单,5,1,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1748310172,1762254135
605,MY-KS,DPD>Classic>公司账号自买面单,5,1,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1748316785,1762254132
662,MY-DE,DPD>Classic>公司账号自买面单,5,5,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,2,1751336902,1762254011
667,MY-KE,DPD>Classic>公司账号自买面单,5,4,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,2,1751338083,1762253996
709,MY-KS,DPD>Classic>公司账号自买面单,5,1,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1753063786,1762254130
710,MY-KS,DPD>Classic>公司账号自买面单,5,1,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1753069022,1762254102
714,MY-KS,DPD>Classic>公司账号自买面单,5,1,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1755225899,1762254099
744,MY-DE,DPD>Classic>公司账号自买面单,5,2,LT_120,LT_60,,,,,,LT_297,LT_31,,LT_0.15,,2,,1,1,1758540311,1758540938
747,MY-KE,DPD>Classic>公司账号自买面单,5,2,LT_120,LT_60,,,,,,LT_297,LT_31,,LT_0.15,,2,,1,1,1758540993,1758540993
583,MY-KS,GLS>Parcel>公司账号自买面单,8,2,LT_200,LT_80,LT_80,,,,,LT_297,LT_40,,,,2,,1,1,1746588974,1746588974
726,SHAOKE-DE,DHL>DHL-欧洲仓库生成,13,2,LT_120,LT_60,LT_60,,,,,LT_297,LT_31.5,,,,2,,1,1,1758005781,1766480406
732,SHAOKE-DE,DHL>DHL-欧洲仓库生成,13,1,GTE_16@LT_120,GTE_11@LT_60,GTE_1@LT_60,,,,,LT_297,LT_12,,,,2,,1,1,1758078069,1758078069
735,SHAOKE-DE,DHL>DHL-欧洲仓库生成,13,2,GTE_16@LT_120,GTE_11@LT_60,GTE_1@LT_60,,,,,LT_297,LT_17,,,,2,,1,1,1758079323,1758080396
738,SHAOKE-DE,DHL>DHL-欧洲仓库生成,13,2,GTE_16@LT_120,GTE_11@LT_60,GT_1@LT_60,,,,,LT_297,LT_13,,,,2,,1,1,1758088915,1758088915
741,SHAOKE-DE,DHL>DHL-欧洲仓库生成,13,2,GT_16@LTE_120,GT_11@LTE_60,GT_1@LTE_60,,,,,LT_297,LT_17,,,,2,,1,1,1758089604,1758089604
751,SHAOKE-DE,DHL>DHL-欧洲仓库生成,13,2,GTE_16@LT_120,GTE_11@LT_60,,,,,,LT_297,LT_10,,,,2,,1,1,1758541579,1758541587
754,SHAOKE-DE,DHL>DHL-欧洲仓库生成,13,2,GTE_16@LT_120,GTE_11@LT_60,,,,,,LT_297,LT_12,,,,2,,1,1,1758541945,1764303020
756,SHAOKE-DE,DHL>DHL-欧洲仓库生成,13,1,GTE_16@LT_120,GTE_11@LT_60,GTE_1@LT_60,,,,,LT_297,LT_9,,,,2,,1,1,1758542241,1758542241
762,SHAOKE-DE,DHL>DHL-欧洲仓库生成,13,2,GTE_16@LT_120,GTE_11@LT_60,GTE_1@LT_60,,,,,LT_297,LT_9,,,,2,,1,1,1758543553,1758543553
765,SHAOKE-DE,DHL>DHL-欧洲仓库生成,13,1,GTE_16@LT_120,GTE_11@LT_60,GTE_1@LT_60,,,,,LT_297,LT_5,,,,2,,1,1,1758543797,1758543797
767,SHAOKE-DE,DHL>DHL-欧洲仓库生成,13,3,GTE_16@LT_120,GTE_11@LT_60,GTE_1@LT_60,,,,,LT_297,LT_11,,,,2,,1,1,1758543971,1758543971
771,SHAOKE-DE,DHL>DHL-欧洲仓库生成,13,2,LT_120,LT_60,LT_60,,,,,LT_297,LT_31.5,,,,2,,1,2,1758880914,1758880941
773,SHAOKE-DE,DHL>DHL-欧洲仓库生成,13,1,GT_16@LT_120,GT_1@LT_60,,,,,,LT_297,LT_24,,,,2,,1,1,1760421714,1760421714
873,SHAOKE-DE,DHL>DHL-欧洲仓库生成,13,1,GTE_16@LT_120,GTE_11@LT_60,GTE_1@LT_60,,,,,LT_297,LT_14,,,,2,,1,1,1767681793,1767681793
724,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,1,LT_120,LT_60,LT_60,,LT_148,,,LT_297,LT_31,,LT_0.14,,2,,1,1,1758003748,1766480436
725,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,3,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1758003931,1762253982
727,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,1,LT_120,LT_60,LT_60,,LT_148,,,LT_297,LT_31.5,,,,2,,1,1,1758005937,1758005937
730,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,2,LT_120,LT_60,LT_60,,LT_148,,,LT_297,LT_31.5,,,,2,,1,1,1758006541,1758078106
731,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,2,LT_175,,,,,,,LT_297,LT_31.5,,,,2,,1,1,1758009397,1758009397
733,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,3,LT_175,,,,,,,LT_297,LT_31.5,,,,2,,1,1,1758078308,1758078308
734,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,1,LT_120,LT_60,LT_60,,LT_148,,,LT_297,LT_31.5,,,,2,,1,1,1758078736,1758078736
736,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,3,LT_175,,,,,,,LT_297,LT_31.5,,,,2,,1,1,1758079605,1758080432
737,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,1,LT_120,LT_60,LT_60,,LT_148,,,LT_297,LT_31.5,,,,2,,1,1,1758087632,1758087632
739,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,3,LT_175,,,,,,,LT_297,LT_31.5,,,,2,,1,1,1758088978,1758088978
740,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,1,LT_120,LT_60,LT_60,,LT_148,,,LT_297,LT_31.5,,,,2,,1,1,1758089544,1758089544
742,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,3,LT_175,,,,,,,LT_297,LT_31.5,,,,2,,1,1,1758089641,1758089641
750,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,1,LT_120,LT_60,,,,,,LT_297,LT_31.5,,LT_0.15,,2,,1,1,1758541437,1758541437
752,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,3,LT_175,,,,,,,LT_297,LT_31.5,,,,2,,1,1,1758541644,1758541644
753,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,1,LT_120,LT_60,,,,,,LT_297,LT_31.5,,LT_0.15,,2,,1,1,1758541855,1764303023
755,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,3,LT_175,,,,,,,LT_297,LT_31.5,,,,2,,1,1,1758542028,1758542028
757,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,2,LT_120,LT_60,,,,,,LT_297,LT_31.5,,LT_0.15,,2,,1,1,1758542301,1758542301
758,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,3,LT_175,,,,,,,LT_297,LT_31.5,,,,2,,1,1,1758542342,1758542345
759,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,1,LT_120,LT_60,,,,,,LT_297,LT_31.5,,LT_0.15,,2,,1,1,1758543263,1758543269
760,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,2,LT_175,,,,,,,LT_297,LT_31.5,,,,2,,1,1,1758543357,1758543372
761,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,1,LT_120,LT_60,,,,,,LT_297,LT_31.5,,LT_0.15,,2,,1,1,1758543494,1758543494
763,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,3,LT_175,,,,,,,LT_297,LT_31.5,,,,2,,1,1,1758543594,1758543594
764,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,1,LT_175,,,,,,,LT_297,LT_31.5,,,,2,,1,1,1758543677,1762254085
766,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,2,LT_120,LT_60,,,,,,LT_297,LT_31.5,,LT_0.15,,2,,1,1,1758543836,1758543842
768,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,4,LT_175,,,,,,,LT_297,LT_31.5,,,,2,,1,1,1758544049,1758544052
770,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,1,LT_120,LT_60,LT_60,,,,,LT_297,LT_31.5,,LT_0.14,,2,,1,2,1758880799,1762254082
772,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,3,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,2,1758880973,1762253980
774,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,2,LT_120,LT_60,,,,,,LT_297,LT_31.5,,LT_0.15,,2,,1,1,1760421853,1760421853
775,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,3,LT_175,,,,,,,LT_297,LT_31,,,,2,,1,1,1760421904,1760421904
874,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,2,LT_120,LT_60,,,,,,LT_297,LT_31.5,,LT_0.15,,2,,1,1,1767681950,1767681950
875,SHAOKE-DE,DPD>DPD-欧洲仓库生成,14,3,LT_175,,,,,,,LT_297,LT_31.5,,,,2,,1,1,1767682094,1767682094
49,DD-GB,DPD>DPD-欧洲仓库生成,17,2,LT_100,LT_70,LT_60,,,,,LT_297,LT_30,,,,,,1,1,0,1760943248
50,DD-GB,DHL>DHL-欧洲仓库生成,18,5,LT_200,,,LT_40,,,,LT_397,LT_35,,,,,,1,1,0,1750390251
829,DD-GB,DHL>DHL-欧洲仓库生成,18,4,LT_120,LT_80,,LT_30,,,,LT_297,LT_30,,,,2,,1,1,1762480574,1768806277
649,DD-GB,EVRI>英国Evri48本地派送>英国仓生成,21,1,LT_119,,,,,,,LT_223,LT_15,,,,2,,2,1,1750388303,1764727943
651,DD-GB,EVRI>英国Evri48本地派送>英国仓生成,21,4,LT_178,,,,,,,LT_415,LT_30,LT_240,,,2,,2,1,1750388557,1767692251
650,DD-GB,Yodel>Xpect Large 48,24,3,LT_119,,,,,LT_248,,,LT_30,,LT_0.28,,2,,1,1,1750388445,1768806227
433,CAINIAO-ES,GLS>ES_ASM_Massivo_Domestic>西班牙菜鸟生成,25,1,LT_198,,,LT_39,,,LT_297,,LT_39,,,,2,,1,1,1737027536,1763638459
679,CAINIAO-ES,GLS>ES_Correos_TR72_Domestic>西班牙菜鸟生成,26,2,LT_120,,,,,,LT_208,,LT_30,,,,2,,1,1,1751522725,1751522725
434,CAINIAO-ES,GLS>ES_GLS_Business_Domestic>西班牙菜鸟生成,27,1,LT_200,,,,,,LT_297,,LT_39,,,,2,,1,2,1737027619,1763637111
435,CAINIAO-ES,GLS>ES_GLS_Business_Domestic>西班牙菜鸟生成,27,3,LT_200,,,,,,LT_297,,LT_39,,,,2,,1,1,1737077629,1763637116
521,CAINIAO-ES,GLS>ES_GLS_Business_Domestic>西班牙菜鸟生成,27,1,LT_200,,,,,,LTE_297,,LTE_39,,,,2,,1,3,1743407782,1763637079
834,WP-DE02,DHL>DHL-欧洲仓库生成,28,1,LT_120,LT_60,LT_60,,,,,LT_297,LT_3,,,,2,,1,1,1763521137,1764839756
835,WP-DE02,DHL>DHL-欧洲仓库生成,28,3,LT_120,LT_60,LT_60,,,,,LT_297,LT_31.5,,LT_0.145,,2,,1,1,1763521258,1763521288
839,WP-DE02,DHL>DHL-欧洲仓库生成,28,7,LT_200,,,,,,,LT_357,LT_31.5,,,,2,,1,1,1763521899,1763521899
833,WP-DE02,DPD>DPD-欧洲仓库生成,30,2,LT_120,LT_60,LT_60,,,,,LT_297,LT_31.5,,LT_0.145,,2,,1,1,1763520842,1763521293
837,WP-DE02,DPD>DPD-欧洲仓库生成,30,5,LT_175,,,,,,,LT_297,LT_31.5,,,,2,,1,1,1763521735,1763521740
836,WP-DE02,GLS>GLS-欧洲仓库生成,32,4,LT_150,LT_80,LT_60,,,,,LT_297,LT_20,,,,2,,1,1,1763521671,1763521684
838,WP-DE02,GLS>GLS-欧洲仓库生成,32,6,LT_200,LT_80,LT_60,,,,,LT_297,LT_40,,,,2,,1,1,1763521822,1763521837
590,YC-PSJ-ES,CTT>CTT-派速捷西班牙仓生成,34,4,LT_150,LT_80,LT_80,,,,LTE_238,,LT_39.5,,,,2,,2,1,1747912218,1766130881
591,YC-PSJ-ES,CTT>CTT-派速捷西班牙仓生成,34,5,LT_120,GTE_80,,,,,LTE_238,,LT_39.5,,,,2,,2,1,1747912277,1766130882
594,YC-PSJ-ES,CTT>CTT-派速捷西班牙仓生成,34,9,LT_200,LT_80,LT_80,,,,LTE_238,,LT_39.5,,,,2,,2,1,1747912441,1766130883
597,YC-PSJ-ES,CTT>CTT-派速捷西班牙仓生成,34,12,LT_200,GTE_80,,,,,LTE_238,,LT_39.5,,,,2,,2,1,1747912597,1766130885
598,YC-PSJ-ES,CTT>CTT-派速捷西班牙仓生成,34,13,LT_240,LT_80,LT_80,,,,LTE_238,,LT_39.5,,,,2,,2,1,1747912690,1766130886
600,YC-PSJ-ES,CTT>CTT-派速捷西班牙仓生成,34,15,LT_250,,,,,,LTE_307,,LT_39.5,,,,2,,2,1,1747912792,1766130888
606,YC-PSJ-ES,CTT>CTT-派速捷西班牙仓生成,34,1,LT_150,LT_80,LT_80,,,,LTE_238,,LT_39.5,,,,2,,1,2,1748321518,1753951338
607,YC-PSJ-ES,CTT>CTT-派速捷西班牙仓生成,34,2,LT_120,GTE_80,,,,,LTE_238,,LT_39.5,,,,2,,1,2,1748321589,1753951345
613,YC-PSJ-ES,CTT>CTT-派速捷西班牙仓生成,34,1,LT_150,LT_80,LT_80,,,,LTE_238,,LT_39.5,,,,2,,1,3,1749175616,1749175656
614,YC-PSJ-ES,CTT>CTT-派速捷西班牙仓生成,34,2,LT_120,GTE_80,,,,,LTE_238,,LTE_39.5,,,,2,,1,3,1749175752,1749175752
615,YC-PSJ-ES,CTT>CTT-派速捷西班牙仓生成,34,3,GT_150@LT_200,LT_80,LT_80,,,,LTE_238,,LTE_39.5,,,,2,,1,3,1749176222,1749176356
616,YC-PSJ-ES,CTT>CTT-派速捷西班牙仓生成,34,4,GT_150@LT_200,GTE_80,,,,,LTE_238,,LTE_39.5,,,,2,,1,3,1749176288,1749176348
588,YC-PSJ-ES,SEUR>SEUR-派速捷西班牙仓生成,35,1,LT_150,LT_80,LT_80,LT_7,,,LTE_297,,LT_10,,,,2,,1,1,1747912044,1766130112
589,YC-PSJ-ES,SEUR>SEUR-派速捷西班牙仓生成,35,2,LT_120,GTE_80,,LT_7,,,LTE_297,,LT_10,,,,2,,1,1,1747912115,1766130116
592,YC-PSJ-ES,SEUR>SEUR-派速捷西班牙仓生成,35,7,LT_150,LT_80,LT_80,LT_20,,,LTE_297,,LT_20,,,,2,,1,1,1747912338,1766130539
593,YC-PSJ-ES,SEUR>SEUR-派速捷西班牙仓生成,35,8,LT_120,GTE_80,,LT_20,,,LTE_297,,LT_20,,,,2,,1,1,1747912387,1766130542
595,YC-PSJ-ES,SEUR>SEUR-派速捷西班牙仓生成,35,10,LT_150,LT_80,LT_80,LT_30,,,LTE_297,,LT_30,,,,2,,1,1,1747912495,1766130549
596,YC-PSJ-ES,SEUR>SEUR-派速捷西班牙仓生成,35,11,LT_120,GTE_80,,LT_30,,,LTE_297,,LT_30,,,,2,,1,1,1747912540,1766130552
599,YC-PSJ-ES,SEUR>SEUR-派速捷西班牙仓生成,35,14,LT_150,,,LT_39.5,,,LTE_297,,LT_39.5,,,,2,,1,1,1747912739,1766130559
896,YC-PSJ-ES,SEUR>SEUR-派速捷西班牙仓生成,35,1,LT_150,,,LT_39.5,,,LTE_297,,LT_39.5,,,,2,,1,1,1769129765,1769129765
851,YC-PSJ-ES,GLS>GLS-欧洲仓库生成,36,3,,,,,,,,LT_297,LT_18,,,,2,,1,1,1766130309,1766130309
852,YC-PSJ-ES,GLS>GLS-欧洲仓库生成,36,6,,,,,,,,LT_297,LT_39,,,,2,,1,1,1766130603,1766130603
608,YC-PSJ-IT,BRT>BRT-意大利仓库生成,37,1,LT_150,LT_75,LT_75,,,LT_180,,,LT_10,,,,2,,1,1,1748402703,1766633567
610,YC-PSJ-IT,BRT>BRT-意大利仓库生成,37,3,LT_150,LT_75,LT_75,,,LT_180,,,LT_30,,,,2,,1,1,1748402837,1766633569
619,YC-PSJ-IT,BRT>BRT-意大利仓库生成,37,1,LT_150,LT_75,LT_75,,,,,,LT_10,,,,2,,2,2,1749608715,1749625146
621,YC-PSJ-IT,BRT>BRT-意大利仓库生成,37,3,LT_150,LT_75,LT_75,,,,,,LT_30,,,,2,,2,2,1749609992,1749625150
609,YC-PSJ-IT,TNT>TNT-IT-PSJ,38,2,LT_178,LT_118,LT_98,LT_30,,,,,LT_30,,,,2,,1,1,1748402771,1748402771
611,YC-PSJ-IT,TNT>TNT-IT-PSJ,38,4,LT_178,LT_118,LT_98,LT_31.5,,,,,LT_31.5,,,,2,,1,1,1748402905,1748402905
620,YC-PSJ-IT,TNT>TNT-IT-PSJ,38,2,LT_178,LT_118,LT_98,LT_30,,,,,LT_30,,,,2,,2,2,1749609835,1749625148
622,YC-PSJ-IT,TNT>TNT-IT-PSJ,38,4,LT_178,LT_118,LT_98,LT_31.5,,,,,LT_31.5,,,,2,,2,2,1749610041,1749625151
612,YC-PSJ-FR,GLS>GLS-欧洲仓库生成,40,1,LT_200,LT_80,LT_60,,,,,LT_297,LT_30,,,,2,,1,1,1748937005,1748937005
674,YC-PSJ-FR,GLS>GLS-欧洲仓库生成,40,1,LT_200,LT_80,LT_60,,,,,LT_297,LT_30,,,,2,,1,2,1751445113,1751445113
680,YC-PSJ-FR,GLS>GLS-欧洲仓库生成,40,1,LT_200,LT_80,LT_60,,,,,LT_297,LT_30,,,,2,,1,3,1751599934,1751599934
529,YC-IT,BRT>BRT-意大利仓库生成,41,2,GT_100,,,LT_12,,,,,LT_12,,,,2,,2,1,1743820057,1764836845
769,YC-IT,UPS>EUROPA>欧洲仓库生成,42,1,LT_100,,,LT_30,,,,LT_297,LT_30,,,,2,,1,1,1758681970,1758681970
431,YC-IT,DHL>DHL-欧洲仓库生成,43,1,LT_100,,,LT_30,,,,,LT_25,,,,,,1,1,0,1759299492
432,YC-IT,DHL>DHL-欧洲仓库生成,43,3,,,,,,,,,LT_50,,,,,,1,1,0,1759906390
530,YC-IT,DHL>DHL-欧洲仓库生成,43,1,LT_100,,,LT_30,,,,,LT_25,,,,2,,1,3,1744098865,1744098919
656,YC-FR-LEH,Chronopost>Chronopost-法国遨森,44,1,LT_150,,,LT_30,,,,LT_297,LT_30,,,,2,,1,1,1751264751,1751264751
789,YC-FR,Chronopost>Chronopost-法国遨森,44,2,LT_150,,,LT_30,,,,LT_297,LT_30,,,,2,,1,2,1762306791,1762306882
790,YC-FR,Chronopost>Chronopost-法国遨森,44,2,LT_150,,,LT_30,,,,LT_297,LT_30,,,,2,,1,1,1762306865,1762306865
504,YC-FR,GLS>GLS-欧洲仓库生成,45,1,LT_120,,,,,,LT_150,LT_297,LT_30,,,,2,,1,1,1741833067,1757465805
506,YC-FR,GLS>GLS-欧洲仓库生成,45,3,LT_200,,,,,,,LT_297,LT_30,,,,2,,1,1,1741833384,1762306752
522,YC-FR,GLS>GLS-欧洲仓库生成,45,1,LT_150,,,LT_30,,,,LT_297,LT_30,,,,2,,1,3,1743493528,1757472557
657,YC-FR-LEH,GLS>GLS-欧洲仓库生成,45,2,LT_120,,,,,,LT_150,LT_297,LT_30,,,,2,,1,1,1751265127,1751265127
658,YC-FR-LEH,GLS>GLS-欧洲仓库生成,45,3,LT_200,,,,,,,LT_297,LT_30,,,,2,,1,1,1751265184,1751265184
675,YC-FR,GLS>GLS-欧洲仓库生成,45,1,LT_120,,,,,,LT_150,LT_297,LT_30,,,,2,,1,2,1751520597,1762306824
676,YC-FR,GLS>GLS-欧洲仓库生成,45,3,LT_200,,,,,,,LT_297,LT_30,,,,2,,1,2,1751520645,1762306889
505,YC-FR,DPD>DPD-欧洲仓库生成,47,6,LT_200,,,LT_14,,,,LT_297,LT_14,,,,2,,2,1,1741833332,1757483888
507,YC-FR,Geodis>Geodis-法国遨森,49,4,LT_400,LT_200,,,,,,,,,LT_4,,2,,1,1,1741833447,1751520731
659,YC-FR-LEH,Geodis>Geodis-法国遨森,49,4,LT_400,LT_200,,,,,,,,,LT_4,,2,,1,1,1751265261,1751265261
677,YC-FR,Geodis>Geodis-法国遨森,49,4,LT_400,LT_200,,,,,,,,,LT_4,,2,,1,2,1751520687,1762306829
194,YDY-GB,XDP>英国（UKM）XDP 1man,53,7,LT_320,,,,,,,,LT_50,,,,,,1,1,0,1743642129
407,YDY-GB-M2,XDP>英国（UKM）XDP 1man,53,10,LT_320,,,,,,,,LT_50,,,,,,1,1,0,1768190676
191,YDY-GB,EVRI>英国Evri48本地派送>英国仓生成,55,1,LT_120,,,,,,,LT_225,LT_15,,,,,,1,1,0,0
405,YDY-GB-M2,EVRI>英国Evri48本地派送>英国仓生成,55,1,LT_120,,,,,,,LT_225,LT_15,,,,,,2,1,0,1766109035
410,YDY-GB,EVRI>英国Evri48本地大件派送>英国仓生成,56,6,LT_180,,,,,,,LT_415,LT_30,LT_240,,,,,1,1,0,1743642141
411,YDY-GB-M2,EVRI>英国Evri48本地大件派送>英国仓生成,56,5,LT_180,,,,,,,LT_415,LT_30,LT_240,,,,,2,1,0,1766112414
517,YDY-GB,EVRI>英国Evri24本地大件派送>英国仓生成,57,1,LT_120,,,,,,,LT_225,LT_15,,,英国次日达订单固定发Evri_24,2,,1,3,1742960583,1742969777
518,YDY-GB-M2,EVRI>英国Evri24本地大件派送>英国仓生成,57,1,LT_120,,,,,,,LT_225,LT_15,,,英国次日达订单固定发Evri_24,2,,1,3,1742960583,1742969797
523,YDY-GB,Yodel>Yodel-48>英国仓生成,59,2,LT_90,,,,,,,,LT_29.5,,LT_0.113,,2,,1,1,1743642105,1743642105
524,YDY-GB,Yodel>Yodel-48>英国仓生成,59,3,LT_120,,,,,,,,LT_17,,LT_0.23,,2,,1,1,1743642189,1743642189
527,YDY-GB-M2,Yodel>Yodel-48>英国仓生成,59,2,LT_90,,,,,,,,LT_10,,LT_0.113,,2,,1,1,1743642636,1765175969
876,YDY-GB-M2,Yodel>Yodel-48>英国仓生成,59,4,GT_90@LT_120,,,,,,,,LT_17,,,,2,,1,1,1768190643,1768806187
877,YDY-GB-M2,Yodel>Yodel-48>英国仓生成,59,9,LT_170,,,,,,,,LT_29,,LT_0.28,,2,,1,1,1768190726,1768806193
525,YDY-GB,DPD>DPD-欧洲仓库生成,63,4,LT_100,LT_70,LT_60,,,,,,LT_30,,,,2,,1,1,1743642353,1758859713
528,YDY-GB-M2,DPD>DPD-欧洲仓库生成,63,3,LT_100,LT_70,LT_60,,,,LT_230,,LT_30,,,,2,,1,1,1743642724,1765175973
784,YDY-GB-M2,DPD>易达云英国DPD大件,64,6,LT_150,LT_70,LT_60,,,,,LT_297,LT_30,,LT_0.18,,2,,1,1,1760705776,1768190655
848,YDY-GB-M2,DPD>易达云英国DPD大件,64,8,LT_170,LT_70,LT_60,,,,,LT_297,LT_30,,LT_0.18,,2,,1,1,1763710835,1763710876
